participant_id,timestamp,task,trail,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,label
0,17170,BA_LEFT_CLICK,0,0.21839383655555755_0.8549943197780001_-0.010658886530331653,0.27319273513631537_0.8453835032335125_-0.01479083686017707,0.32643215287701893_0.8016741443418134_-0.011569228432935171,0.3593144219554095_0.7565795203554959_-0.010619593831664408,0.3832822868215395_0.7164033904512042_-0.001772831367156601,0.3068289926199412_0.640876904656114_0.009616841645367328,0.33419715255689236_0.5800884005455942_-0.0008403806898469631,0.3535577520433705_0.5555698043184677_-0.015366680304758068,0.37153858381905946_0.5395542458651909_-0.05130159946765099,0.28087232126937745_0.6109391845682582_0.0075070993892709945,0.30595416616150845_0.5201823841317437_-0.0037383143271303783,0.3271261493720937_0.4674465188479247_-0.024513090715764317,0.34703218427754046_0.42834676479581824_-0.045373124858088594,NONE
0,17205,BA_LEFT_CLICK,0,0.2216682049732821_0.8553901377529421_-0.012762122053569065,0.2763579560285927_0.8457501476566953_-0.015799792221734645,0.32999858799756854_0.8013485923403636_-0.011376414030680413,0.3633346340208553_0.7558525817003513_-0.008744755425267287,0.38786072564024554_0.7160677754751297_0.001699042926866455,0.3102913515208797_0.6398945335782542_0.010126499153238443,0.3381927580848663_0.5792615125202156_8.712120743792026e-05,0.3579909038308176_0.555023997312959_-0.01435646514539108,0.37640506377537086_0.5392716110514362_-0.05008374377080277,0.28464563380993557_0.6100343424017685_0.007636204988647345,0.31017034086186973_0.5191861256586665_-0.0033661875458794125,0.3317114564067784_0.4666086061076977_-0.024038570178316718,0.3519751448429156_0.4279520008983917_-0.04479157168098076,NONE
0,17237,BA_LEFT_CLICK,0,0.22468779290528432_0.8558041384387429_-0.014156671026281918,0.279589134293089_0.8456916408189903_-0.016376787214716054,0.33340056970263554_0.8007857763762583_-0.011260184311778828,0.36708721567386815_0.7549033774063322_-0.007533922523826653,0.39189482555308996_0.7152064437764051_0.00377785969626001,0.31365273129452365_0.6386574772387326_0.010538516693959162,0.34197359452369447_0.5779354222315961_0.0007954982550319097,0.36213894937538404_0.5541799420405833_-0.013581364655051114,0.3809376625277125_0.5388837719572989_-0.049205221525736455,0.28817313465529404_0.6089473690935339_0.007720236609092429,0.3139567163197143_0.5179637682141586_-0.0032638954784264002,0.33572441357665567_0.4655931173385508_-0.02393937572063342,0.35620072038940814_0.4274182751991516_-0.04484725585323798,NONE
0,17271,BA_LEFT_CLICK,0,0.22718259139705765_0.8556167308941218_-0.01480498296732299,0.2821967028278428_0.8453745878894147_-0.016553970705858692,0.33623886692162386_0.8004075140949336_-0.011310686798025358,0.3703148428535019_0.7542078505456713_-0.0071195779089691606,0.3953971153538947_0.7144119735636045_0.004423497588245801,0.3165459333380786_0.6375081870865488_0.010688930852134647,0.3452196651277752_0.5767431813636155_0.0011347589994570462,0.36558573249263204_0.5530728383294271_-0.01317348722899237,0.3846525286084432_0.5376667829047368_-0.04873839192939425,0.29113964083237426_0.607743754096696_0.007765265694527686,0.31714239808781486_0.5165735969306409_-0.003212501916550782,0.3390439154171412_0.4643186949587923_-0.023914024942885522,0.359703310743747_0.4263613093072705_-0.04501252643857183,NONE
0,17303,BA_LEFT_CLICK,0,0.22956433748284236_0.8549279550277975_-0.015332690936045588,0.2846240121283784_0.8445915609327171_-0.016629942283147035,0.33866109122940724_0.7995198846814034_-0.011248753572407715,0.3729410699157361_0.7531414397955154_-0.0067039747313310605,0.397825303557835_0.7129741904002611_0.004872523523019737,0.3190041779296182_0.6358416465053291_0.010879707418218948,0.34778417417032015_0.5748444881565358_0.0014882417007367492,0.3682473266385606_0.5512794839089336_-0.01282597944565041,0.3875524369435325_0.5357799889000834_-0.04831458467922707,0.29364320113216225_0.6060326569142892_0.007833388112997103,0.3196642644632939_0.5147891552735472_-0.0031657633688157295,0.3417025030822328_0.46260091248329976_-0.023955822558220773,0.36262354327502083_0.424902780308289_-0.04526548999622489,NONE
0,17337,BA_LEFT_CLICK,0,0.2314487147734901_0.8538499577493499_-0.015448259958995772,0.2866197481281483_0.8433659815571479_-0.016660678804010915,0.34067702428586344_0.7982593918607234_-0.011336625500443263,0.37497211147534404_0.7515592391014271_-0.006839250069908294,0.39955518474842866_0.7110039231667665_0.004427677612818866,0.3209765075696772_0.6340310642822052_0.011012036269772608,0.3499123495310346_0.5729069301706144_0.0017252798067792798,0.3705028267115443_0.5490909089044906_-0.012571628812372074,0.3899910304988873_0.5331453610541488_-0.048002658992466134,0.2956006187117448_0.6042069691708052_0.007879143163971177,0.3216941553297904_0.5128805567017479_-0.0031194214030985435,0.3438373304343837_0.46061958935401043_-0.024032822705123066,0.36489419399310935_0.4228343712917667_-0.04546529188215753,NONE
0,17370,BA_LEFT_CLICK,0,0.23269344952951598_0.8522753678680286_-0.015558060128985559,0.2881088161092539_0.8416358585184235_-0.016938331461024896,0.34219446886449706_0.7965669031751632_-0.011640984522440183,0.37641419092168454_0.7495472879982132_-0.0071097246146615296,0.40084438984128445_0.7086988041790127_0.0040765632957757226,0.32243662826643515_0.632018452461836_0.010950584642782656,0.35131308170078596_0.5707211167988451_0.0017336719383608933,0.3718894339728426_0.5464814082301599_-0.012411465981339919,0.39141505988800146_0.5297161761190149_-0.04777492480234846,0.2969907846384327_0.6021146097413987_0.00795573763731088,0.32310148858573173_0.5108317795746552_-0.002983060648432128,0.3453456002026095_0.45840518328778906_-0.0240176982337739,0.36646103071061603_0.4203551389878354_-0.04555373596715944,NONE
0,17404,BA_LEFT_CLICK,0,0.23336346516808454_0.8501448482609452_-0.015104566410778933,0.28899879285665664_0.839398853383495_-0.016926764636097446,0.34318072882389744_0.7944815393934631_-0.01190018650463275,0.37731734211723045_0.7472398878555409_-0.007709348705324805,0.4014336185815542_0.7062633117033481_0.0031356457686853973,0.3233381668919415_0.6298282786816575_0.010763677007114766,0.35209911252592724_0.5683849431178786_0.0014594272295484253,0.37264054355049697_0.5437715828829561_-0.01254316726425132,0.39215591575593645_0.5262740233155611_-0.047850715293538924,0.29774649948541965_0.5997744972413612_0.007947653712296214,0.3238530678236178_0.5084306290430249_-0.0029299177093432367,0.34615858098262897_0.4559062493104376_-0.02415549986795632,0.36724902357171246_0.4176008445505589_-0.045784979721450944,NONE
0,17437,BA_LEFT_CLICK,0,0.23362728412787584_0.8478389859467079_-0.014130655444144387,0.2893547974345868_0.836874490898477_-0.01648724759726373,0.34366039464549797_0.7918651053627319_-0.012023574086594995,0.37773260112985_0.7446121932205289_-0.008569957420757036,0.40126617091199634_0.7034510437642288_0.0015196844988213038,0.3236895152087284_0.6267052447486097_0.010615886883859537,0.3524029607417959_0.5649317723196203_0.001165670197792793,0.37295191953201745_0.5399311447472219_-0.012722406757663415,0.39249199649406197_0.5217717988183119_-0.04798022532387762,0.29785656738809463_0.5966384430651532_0.007907672370643399,0.3238079963273757_0.5053784422622062_-0.003082584727853618,0.3460605637263803_0.4529213903155834_-0.02454357183564542,0.36703766914614255_0.4146169100192618_-0.046347734062309374,NONE
0,17470,BA_LEFT_CLICK,0,0.23334448799165464_0.84525341036076_-0.012476418726825061,0.28924929200154825_0.8341867136332409_-0.015617262801398022,0.34368710740150277_0.7887958486334473_-0.01221517203058276,0.3774431676577253_0.7411524105975413_-0.010145269120161234,0.40008167495171926_0.6997650674179993_-0.0014479958968841192,0.32375236933670626_0.6233146075954576_0.010332137157062453,0.35234865386031294_0.5612440762266679_0.0006070232721868711,0.37278252418533686_0.5355528087878898_-0.013240136383208216,0.3921971799589215_0.5165147982351_-0.04849532742440056,0.29759089794581506_0.5931879893878831_0.007786459516621417,0.32335221514280266_0.5018571811950951_-0.003310904017329281,0.3454505480155586_0.44942715150570167_-0.02498291998377513,0.36622436668402525_0.41099312098721125_-0.046995520971962065,NONE
0,17503,BA_LEFT_CLICK,0,0.23258224737383823_0.8426587362460666_-0.010749681741542295,0.288908247936108_0.8313057746388925_-0.014677898769274698,0.34335730492068345_0.7855523983205152_-0.012564639074051169,0.3767457152136741_0.7373830953367062_-0.012330230899194477,0.3981091822770493_0.6950611083663147_-0.005331767913300448,0.3234394994198655_0.6196766046325795_0.010051816550524841,0.351940874963937_0.5571824953830372_0.00014694353601960795,0.372336884941226_0.5306528402538837_-0.013665616653945114,0.3916435207253312_0.5108602565377566_-0.04876947948646031,0.29695736882547835_0.5895332110674965_0.007677005785613685,0.3224632481350551_0.4981709935694337_-0.003346563964080863,0.3444417398631763_0.4456517945325795_-0.02515280401127395,0.3650706734333561_0.40694646193106543_-0.04749434024711311,NONE
0,17536,BA_LEFT_CLICK,0,0.23173863777906023_0.8397082272666592_-0.009083805144267619,0.28827618741062344_0.8281608959753047_-0.01368354990855483,0.34272516583596085_0.7822408445330297_-0.01288547402417166,0.37583134728499873_0.7336458428007371_-0.014642481964858053,0.39590269888140817_0.6902244614725623_-0.009261922690549415,0.32292763446326056_0.6159729002031034_0.009756269929911146,0.35143800752157994_0.5530330694418057_-0.00031634314329124727,0.37193336932306753_0.5256776009537174_-0.014038993531533931,0.3912928374867134_0.5051702914118459_-0.048959177627654726,0.29615466211207947_0.5858240018488396_0.00755669712655499,0.3214702995311459_0.4945458228134632_-0.003500753413829846,0.3432900116014633_0.4417428931074479_-0.025350841624870755,0.3638221940258444_0.4024686666609412_-0.04789968395725775,NONE
0,17570,BA_LEFT_CLICK,0,0.2309210983068969_0.8365138557352939_-0.007373278963913393,0.2876856798574691_0.8245852701440439_-0.012680330751543267,0.34188756994560887_0.7789346271873979_-0.013077163980766162,0.3747117372976035_0.7300892363629347_-0.016690331170584105,0.39376461954671593_0.6853447498611859_-0.012732554795963703,0.32238559964938956_0.6127390693118052_0.009422748588010033,0.3508573883914553_0.549387288626107_-0.0007560289380605797,0.37140631555275333_0.5210192874699747_-0.014377032609040621,0.3906919934161896_0.49983858326909464_-0.049225846445156624,0.29532493284518113_0.5825380714894477_0.007423624959649678,0.32056486739247964_0.4910687132472611_-0.0035514528721123087,0.34219364167596134_0.43778662367480115_-0.02531943390237082,0.3625371591933013_0.39786868113530205_-0.04799382539189568,NONE
0,17604,BA_LEFT_CLICK,0,0.23015594578991144_0.8327500412303861_-0.004673588278571663,0.2870780129945568_0.8208764046490181_-0.0111080731973688,0.34105258506262726_0.7757025833226419_-0.013008944619785965,0.37354640385518795_0.7263267191761021_-0.019016464527150268,0.3917272603651559_0.6798931075519126_-0.016733530618844937,0.32200987771069206_0.6095342262975277_0.008918031495797125,0.3504133017177266_0.5457698444812078_-0.001614947535805367,0.3709254910847045_0.5166310966515475_-0.015142012549444108,0.39012220921583135_0.4949104011840623_-0.05003690730777859,0.29471025173802845_0.5792205359269097_0.007242009494353959,0.31989243732714595_0.48744500865895085_-0.003817179415190152,0.341309434901438_0.4335132120753695_-0.025513131276502524,0.36143822564184197_0.39285716667375986_-0.048388410819345404,NONE
0,17637,BA_LEFT_CLICK,0,0.22945451813705614_0.8288006813874766_-0.002705847623093842,0.28649437226583896_0.816929161553382_-0.009971733969500875,0.34028475937624314_0.7720375200348836_-0.013128957096013404,0.3725827910185681_0.7219998957724003_-0.021120176693360228,0.389724784385417_0.6739076028971513_-0.020247491962193262,0.32158973324231466_0.6062240898125889_0.008489742431630682,0.34992219339330055_0.5421961816381279_-0.00226838343796131,0.37036872905894097_0.5122840762538857_-0.015676009784542776,0.38946642615371674_0.49002723461683606_-0.050586806327084545,0.2941255712901725_0.5757935186806452_0.00707737466982971,0.3192313560392375_0.4837487553783936_-0.00392408012434954,0.3403844886865313_0.4292202555104391_-0.02547567495166009,0.36031241093873606_0.3877521833149753_-0.048476618896145574,NONE
0,17671,BA_LEFT_CLICK,0,0.22894643606955092_0.8251884723942221_-0.0013374714272371283,0.286124770225925_0.8130091548004144_-0.009254148469011956,0.3397020475656155_0.7681228629936967_-0.013355638339736443,0.3717090588951768_0.7176017381358647_-0.022875366394170298,0.3880603021711144_0.6680333098338954_-0.023065500669859896,0.32127497997230026_0.6030084728808024_0.00814368987368742,0.3494877503754223_0.5387203432902387_-0.002808603771185851,0.36991077266060496_0.5082294094882923_-0.016196783884686834,0.38896732241291787_0.4856354361080807_-0.05104862130878754,0.2936253125981628_0.5724906913902865_0.006963215535219275,0.3185615141030881_0.4800720505101429_-0.003936336152435259,0.33948028515546286_0.4250048905980027_-0.025342656441201733,0.3592434416198701_0.3829207484219998_-0.048459125455394554,NONE
0,17705,BA_LEFT_CLICK,0,0.22845189859242665_0.8215965267213774_-0.00019178912775924615,0.28575786104348716_0.8090987062484736_-0.008669440639528413,0.33907824171307593_0.7644265860072926_-0.01365230938165854,0.3708779475803901_0.7134570771541996_-0.02449163320418054,0.38679318478346136_0.662455946649465_-0.025582451195067607,0.32093664333300376_0.5998886656451876_0.007822728469270067,0.3491350282384177_0.5355879217612498_-0.003266785544280987,0.3695806233241017_0.5044732132214322_-0.016652509772239213,0.3885745303660948_0.4814666561526999_-0.05149724614380509,0.29316088760027403_0.5692383044931497_0.006837069429227323,0.31801985294316076_0.4765725487218656_-0.0038941627444274555,0.3387579177281758_0.42102988246054945_-0.02515067916525997,0.35837764461707833_0.3784187189177299_-0.04838630985909714,NONE
0,17739,BA_LEFT_CLICK,0,0.22829102150417507_0.8182019063784753_0.000855785602432801,0.28538889805910916_0.8056566839242549_-0.008098063621928518,0.3385352505264514_0.7607463216584648_-0.013723349256272877,0.37016625100101863_0.7092331523964249_-0.02560517557665391,0.385737678215029_0.6572507265769267_-0.02730729267640626,0.3205883747345335_0.5966681704273745_0.007553823840059913,0.34882548007593317_0.532377374190311_-0.0036993922806777806,0.36921827540030916_0.5008545131411564_-0.017031499905155567,0.3881289519334093_0.47733221469266773_-0.05193609074162413,0.2927889542113075_0.5658108229615852_0.006745733991081406,0.317638248925955_0.47305413315664596_-0.0039533446789938075,0.3383237782686155_0.4171817019221902_-0.02508795270453769,0.3578606678634625_0.3741437118399639_-0.048365143392038464,NONE
0,17770,BA_LEFT_CLICK,0,0.22821813660317375_0.8149035389386873_0.0016629448486187566,0.2850800901288822_0.8023213366528013_-0.007720125916807036,0.3380505452964968_0.7572567992052813_-0.013838969217106315,0.36954360718509227_0.7050769825990553_-0.026476892774937023,0.3849964843631762_0.6521783068627377_-0.028674738293041513,0.32017473745394764_0.5940573227684438_0.007344189724475605,0.3486348831909956_0.5295767522003018_-0.004012432854731739,0.36914579904262895_0.4975942004463205_-0.01729049367727158,0.3880815809936727_0.4733980855778342_-0.052052643004313864,0.29249460826955875_0.562900514219488_0.006713377475591412,0.3175298696562059_0.4700098453360467_-0.004072741066309441,0.3382152548288664_0.4135906409929371_-0.025083763969984674,0.35760688651321265_0.3699811097898881_-0.04820982313438425,NONE
0,17805,BA_LEFT_CLICK,0,0.22817220260662807_0.8119502635926613_0.0021992664299661725,0.2848654687114584_0.7991744693008788_-0.0073677272226080745,0.33763960086618_0.7537436670177285_-0.013795423544537715,0.36898170920197704_0.7009590784879968_-0.026904907183359042,0.38438202392585896_0.6472103869796006_-0.029424793867389144,0.3197032023910603_0.5914401540979338_0.007326471560120951,0.34842480971479906_0.5269639759179563_-0.004200165698019552,0.3690654840960874_0.4945980373017891_-0.017384000285635928,0.38805741119157516_0.46981371334675837_-0.052029576780999315,0.2921339379202735_0.5600904590402327_0.00671265175628814,0.3172915618264204_0.46712414967200516_-0.004196134523465339,0.33803244279665634_0.41020915601334385_-0.02494883423888447,0.35738842383001596_0.3660285589630445_-0.04793224292027291,NONE
0,17838,BA_LEFT_CLICK,0,0.22803517357478917_0.8090111114287861_0.0020881566017671277,0.2847293495899858_0.7959390613148791_-0.007410555233610904,0.3373048908179135_0.7502096800894026_-0.01383621039954161,0.3685481469788912_0.6968266066052473_-0.027062046612509074,0.3839845951519634_0.6421216468715835_-0.029624634860451846,0.31939543163330725_0.5887058838069116_0.007408600253200825,0.3482805272266427_0.5242688869568992_-0.004173567576478234,0.3690308496868431_0.4914335181707465_-0.017164373528298173,0.3880437675934732_0.46617431157019845_-0.05164729705063868,0.29186032664389705_0.5573099189213342_0.006727842197324061,0.3170016440267186_0.46437596120183755_-0.004185520959626916,0.3377829638866018_0.40704352214877937_-0.024749513553331395,0.3571371511218894_0.3623154375978343_-0.047497527257818674,NONE
0,17870,BA_LEFT_CLICK,0,0.22803952933128976_0.806540091650048_0.0023215465831600704,0.2844606780820228_0.7932243134745108_-0.007237639347754508,0.3368696814111972_0.7470692562175182_-0.013755951666572376,0.3680856165058425_0.6929718252927428_-0.02726213730192819,0.383619022061207_0.6374567421836986_-0.02996736576437619,0.31912700633646146_0.58621960988519_0.007395230195789573,0.3481845442712434_0.5218195251729718_-0.004295177804049103,0.368993223946557_0.4887055055613775_-0.017180147573420554,0.3880006006417036_0.46299731106112096_-0.051587324544655234,0.2917093094318016_0.55464426940373_0.00673158507983305,0.3168622102351841_0.46175777584509126_-0.004318714819535639,0.33766860347965805_0.4041815563435963_-0.0247269837750992,0.35698956255896475_0.358989249787969_-0.0473680448184162,NONE
0,17903,BA_LEFT_CLICK,0,0.22795741868636057_0.8040333905350043_0.0023778212537640796,0.28424244473879634_0.7905887195402899_-0.007235296126240564,0.3365129010146542_0.7439699305782627_-0.01383624124029373,0.36774670575197627_0.6890778419900232_-0.027645220631890607,0.3832933459200686_0.6327388741623032_-0.030434228462216592,0.3189380212659923_0.5838731059303077_0.007313144176696967,0.34808935795308177_0.5194889491483872_-0.0044528141988247625,0.3689506063789253_0.48591758380853806_-0.017238693678434017,0.3879569177673149_0.45974580145319066_-0.051719953083886265,0.29154131262532107_0.5520732622598921_0.006735845798277203,0.3165980037857578_0.45913835501826666_-0.004379068857181093,0.3373608158586776_0.4012481224056571_-0.0246586372410457,0.3566537499807961_0.35561094571927593_-0.047303872438251945,NONE
0,17936,BA_LEFT_CLICK,0,0.22773240099446812_0.8011054808720648_0.0023171515242476834,0.284221030080359_0.7875606877751763_-0.007352052673525868,0.33625534782931676_0.7408503400238284_-0.01406900503237323,0.3675743718475985_0.6854772470417256_-0.02814421327871729,0.38286547688787986_0.6279333478649989_-0.03111664353389528,0.31895789257965784_0.581623337973769_0.0071674024816316215,0.3481291399326406_0.5173410682428126_-0.004544161885812283,0.3690564461493591_0.48325973805207945_-0.017175202364965537,0.3879218105352631_0.456832623056092_-0.051751888365660956,0.2914251542014379_0.5497964677218846_0.0067482917410320795,0.31644320939457304_0.45660908727770544_-0.004188308404483813,0.33722204697595887_0.39840373607607604_-0.024338574803288833,0.3565221309965998_0.35232449285014_-0.04710878899254797,NONE
0,17970,BA_LEFT_CLICK,0,0.2274953004924205_0.7975694032370806_0.0025101486624256432,0.2844671065044727_0.7838854800182673_-0.007343076503139543,0.3359154272884168_0.7374830569388016_-0.01448644930521072,0.3670077387119045_0.6817726295807073_-0.029005653337340745,0.38223058842139096_0.6225588875167001_-0.03246301828685591,0.3191651861054286_0.5796584068215811_0.006863038103259552,0.34833648331375777_0.5155788706579403_-0.004496436321603775,0.36938941303444706_0.48070493385329993_-0.017004872199093708,0.38795871169382024_0.45417061294835265_-0.051622960723332445,0.2913826649127403_0.5479949877265495_0.006761603119149745,0.3164862311242095_0.45441824363808236_-0.003824315894920363,0.33723317370785755_0.3959286706617032_-0.023724829929205625,0.35654552223731284_0.3492800769156101_-0.04671122805721282,NONE
