timestamp,label
79143,scroll_down
79911,point
79943,point
79977,point
80011,point
80041,point
80077,point
80110,point
80144,point
80178,point
80211,point
80244,point
80277,point
80310,point
80343,point
80379,point
80409,point
80442,point
80476,point
80510,point
80544,point
80576,scroll_up
80610,scroll_up
80643,scroll_up
80678,scroll_up
80711,scroll_up
80743,scroll_up
80776,scroll_up
80809,scroll_up
80843,scroll_up
80877,scroll_down
80909,scroll_down
80944,scroll_down
80978,scroll_down
81012,scroll_down
81043,scroll_down
81076,scroll_down
81110,scroll_down
81143,scroll_down
81176,scroll_down
81210,scroll_down
81244,scroll_down
81278,scroll_down
81311,scroll_up
81344,scroll_up
81379,scroll_up
81413,scroll_up
81444,scroll_up
81480,scroll_up
81510,scroll_up
81546,scroll_up
81577,scroll_up
81608,scroll_up
81647,scroll_up
81677,scroll_down
81713,scroll_down
81744,scroll_down
81780,scroll_down
81810,scroll_down
81846,scroll_down
81877,scroll_down
81913,scroll_down
81947,scroll_down
81977,scroll_down
82014,scroll_down
82043,scroll_down
82080,scroll_down
82110,scroll_down
82147,scroll_up
82178,scroll_up
82213,scroll_up
82244,scroll_up
82279,scroll_up
82313,scroll_up
82344,scroll_up
82379,scroll_up
82411,scroll_up
82445,scroll_up
82479,scroll_up
82514,scroll_up
82544,scroll_down
82580,scroll_down
82610,scroll_down
82646,scroll_down
82677,scroll_down
82713,scroll_down
82744,scroll_down
82779,scroll_down
82811,scroll_down
82847,scroll_down
82877,scroll_down
82913,scroll_down
82944,scroll_down
82980,scroll_down
83010,scroll_down
83046,scroll_up
83077,scroll_up
83113,scroll_up
83143,scroll_up
83180,scroll_up
83210,scroll_up
83246,scroll_up
83277,scroll_up
83313,scroll_up
83343,scroll_up
83381,scroll_up
83410,scroll_up
83446,scroll_up
83477,scroll_down
83513,scroll_down
83544,scroll_down
83580,scroll_down
83611,scroll_down
83646,scroll_down
83677,scroll_down
83713,scroll_down
83744,scroll_down
83780,scroll_down
83810,scroll_down
83846,scroll_down
83877,scroll_down
83913,scroll_down
83944,scroll_up
83980,scroll_up
84010,scroll_up
84047,scroll_up
84077,scroll_up
84111,scroll_up
84144,scroll_up
84178,scroll_up
84213,scroll_up
84243,scroll_up
84279,scroll_up
84311,scroll_up
84347,scroll_up
84377,scroll_up
84414,scroll_up
84444,scroll_down
84480,scroll_down
84510,scroll_down
84546,scroll_down
84577,scroll_down
84613,scroll_down
85642,scroll_down
85678,scroll_down
85711,scroll_down
85744,scroll_down
85778,scroll_down
85812,scroll_down
85847,scroll_down
85877,scroll_down
85913,scroll_down
85944,scroll_down
85980,scroll_down
86011,scroll_down
86046,scroll_down
86077,scroll_down
86113,scroll_down
86144,scroll_down
86180,scroll_down
86214,scroll_down
86244,scroll_up
86279,scroll_up
86313,scroll_up
86347,scroll_up
86380,scroll_up
86411,scroll_up
86447,scroll_up
86477,scroll_up
86515,scroll_up
86545,scroll_up
86582,scroll_up
86612,scroll_down
86648,scroll_down
86678,scroll_down
86714,scroll_down
86744,scroll_down
86781,scroll_down
86811,scroll_down
86845,scroll_down
86879,scroll_down
86912,scroll_down
86945,scroll_down
86979,scroll_down
87013,scroll_down
87045,scroll_down
87079,scroll_down
87112,scroll_up
87145,scroll_up
87179,scroll_up
87212,scroll_up
87246,scroll_up
87280,scroll_up
87313,scroll_up
87345,scroll_up
87378,scroll_up
87413,scroll_up
87447,scroll_up
87479,scroll_down
87512,scroll_down
87545,scroll_down
87579,scroll_down
87611,scroll_down
87645,scroll_down
87679,scroll_down
87712,scroll_down
87745,scroll_down
87779,scroll_down
87813,scroll_down
87846,scroll_down
87879,scroll_down
87913,scroll_down
87947,scroll_down
87979,scroll_up
88012,scroll_up
88045,scroll_up
88079,scroll_up
88112,scroll_up
88145,scroll_up
88179,scroll_up
88213,scroll_up
88245,scroll_up
88279,scroll_up
88312,scroll_up
88347,scroll_down
88379,scroll_down
88412,scroll_down
88446,scroll_down
88480,scroll_down
88512,scroll_down
88547,scroll_down
88580,scroll_down
88612,scroll_down
88646,scroll_down
88679,scroll_down
88713,scroll_down
88747,scroll_down
88780,scroll_down
88812,scroll_down
88846,scroll_down
88879,scroll_down
88913,scroll_up
88945,scroll_up
88977,scroll_up
89010,scroll_up
89044,scroll_up
89077,scroll_up
89111,scroll_up
89144,scroll_up
89178,scroll_up
89211,scroll_up
89244,scroll_up
89279,scroll_up
89312,scroll_up
89345,scroll_up
89379,scroll_up
89411,scroll_down
89447,scroll_down
89477,scroll_down
89514,scroll_down
89544,scroll_down
89580,scroll_down
89611,scroll_down
89647,scroll_down
89676,scroll_down
89713,scroll_down
89744,scroll_down
89780,scroll_down
89812,scroll_down
89847,scroll_down
89877,scroll_down
89913,scroll_down
89944,scroll_down
89981,scroll_up
90011,scroll_up
90043,scroll_up
90080,scroll_up
90112,scroll_up
90146,scroll_up
90177,scroll_up
90214,scroll_up
90243,scroll_up
90279,scroll_up
90311,scroll_up
90347,scroll_up
90377,scroll_up
90413,scroll_up
90445,scroll_up
90480,none
90509,none
90547,none
90577,none
90613,none
90645,none
90680,none
90711,none
91677,none
91714,none
91747,none
91778,none
91809,none
91843,none
91877,none
91910,none
91945,none
91978,none
92013,none
92047,none
92078,none
92113,none
92147,none
92180,none
92210,none
92247,none
92278,none
92313,none
92343,none
92377,none
92411,none
92443,none
92478,none
92511,none
92544,none
92578,none
92611,none
92644,none
92678,none
92712,none
92746,none
92777,none
92814,none
92844,scroll_down
92880,scroll_down
92911,scroll_down
92947,scroll_down
92979,scroll_down
93013,scroll_down
93045,scroll_down
93080,scroll_down
93111,scroll_down
93147,scroll_down
93177,scroll_down
93213,scroll_down
93244,scroll_down
93280,scroll_down
93310,scroll_down
93347,scroll_down
93378,scroll_up
93414,scroll_up
93444,scroll_up
93480,scroll_up
93511,scroll_up
93547,scroll_up
93577,scroll_up
93613,scroll_up
93645,scroll_up
93680,scroll_up
93710,scroll_up
93748,scroll_up
93778,scroll_down
93813,scroll_down
93844,scroll_down
93880,scroll_down
93911,scroll_down
93947,scroll_down
93977,scroll_down
94013,scroll_down
94044,scroll_down
94080,scroll_down
94111,scroll_down
94147,scroll_down
94178,scroll_down
94213,scroll_up
94245,scroll_up
94280,scroll_up
94311,scroll_up
94347,scroll_up
94378,scroll_up
94412,scroll_up
94442,scroll_up
94479,scroll_up
94509,scroll_up
94544,scroll_up
94577,scroll_up
94611,scroll_up
94645,scroll_down
94679,scroll_down
94712,scroll_down
94744,scroll_down
94777,scroll_down
94812,scroll_down
94844,scroll_down
94878,scroll_down
94912,scroll_down
94945,scroll_down
94978,scroll_down
95011,scroll_down
95042,scroll_down
95079,scroll_up
95112,scroll_up
95145,scroll_up
95180,scroll_up
95213,scroll_up
95246,scroll_up
95280,scroll_up
95312,scroll_up
95344,scroll_up
95378,scroll_up
95410,scroll_up
95445,scroll_up
95477,scroll_down
95511,scroll_down
95544,scroll_down
95577,scroll_down
95612,scroll_down
95645,scroll_down
95678,scroll_down
95714,scroll_down
95744,scroll_down
95781,scroll_down
95811,scroll_down
95848,scroll_down
95878,scroll_down
95914,scroll_down
95945,scroll_down
95981,scroll_up
96011,scroll_up
96047,scroll_up
96077,scroll_up
96114,scroll_up
96144,scroll_up
96180,scroll_up
96211,scroll_up
96247,scroll_up
96278,scroll_up
96314,scroll_up
96344,scroll_down
96377,scroll_down
96412,scroll_down
96444,scroll_down
96479,scroll_down
96512,scroll_down
96544,scroll_down
96579,scroll_down
96612,scroll_down
96645,scroll_down
96680,scroll_down
96710,scroll_down
96747,scroll_down
96778,scroll_down
96814,scroll_down
96844,scroll_up
96881,scroll_up
96911,scroll_up
96947,scroll_up
96978,scroll_up
97014,scroll_up
97045,scroll_up
97080,scroll_up
97111,scroll_up
97147,scroll_up
97178,scroll_up
97211,scroll_up
97247,scroll_up
97278,none
97311,none
97344,none
97377,none
97410,none
97444,none
97478,none
100746,scroll_up
100779,scroll_up
100811,scroll_up
100845,scroll_up
100878,scroll_up
100911,scroll_up
100944,scroll_up
100978,scroll_up
101012,scroll_up
101045,scroll_up
101079,scroll_up
101112,none
101145,none
101181,none
101211,none
101247,none
101278,none
101312,none
101345,scroll_down
101378,scroll_down
101412,scroll_down
101445,scroll_down
101478,scroll_down
101514,scroll_down
101545,scroll_down
101581,scroll_down
101611,scroll_down
101647,scroll_down
101678,scroll_up
101714,scroll_up
101744,scroll_up
101780,scroll_up
101811,scroll_up
101846,scroll_up
101878,scroll_up
101914,scroll_up
101945,scroll_up
101980,scroll_up
102011,scroll_up
102045,scroll_up
102079,scroll_up
102112,scroll_up
102145,scroll_down
102179,scroll_down
102212,scroll_down
102245,scroll_down
102279,scroll_down
102312,scroll_down
102348,scroll_down
102379,scroll_down
102411,scroll_down
102447,scroll_down
102478,scroll_down
102514,scroll_up
102545,scroll_up
102580,scroll_up
102612,scroll_up
102647,scroll_up
102678,scroll_up
102714,scroll_up
102745,scroll_up
102778,scroll_up
102813,scroll_up
102844,scroll_up
102878,scroll_up
102914,scroll_up
102945,scroll_down
102978,scroll_down
103012,scroll_down
103045,scroll_down
103078,scroll_down
103112,scroll_down
103145,scroll_down
103180,scroll_down
103212,scroll_down
103245,scroll_down
103279,scroll_down
103313,scroll_up
103344,scroll_up
103378,scroll_up
103411,scroll_up
103445,scroll_up
103478,scroll_up
103511,scroll_up
103545,scroll_up
103578,scroll_up
103612,scroll_up
103645,scroll_up
103679,scroll_up
103712,scroll_up
103744,scroll_down
103778,scroll_down
103811,scroll_down
103844,scroll_down
103878,scroll_down
103911,scroll_down
103945,scroll_down
103978,scroll_down
104012,scroll_down
104044,scroll_down
104080,scroll_down
104112,scroll_up
104144,scroll_up
104179,scroll_up
104211,scroll_up
104244,scroll_up
104278,scroll_up
104311,scroll_up
104344,scroll_up
104377,scroll_up
104412,scroll_up
104445,scroll_up
104479,scroll_up
104512,scroll_up
104545,none
104579,scroll_down
104611,scroll_down
104647,scroll_down
104678,scroll_down
104712,scroll_down
104745,scroll_down
104779,scroll_down
104812,scroll_down
104847,scroll_down
104879,scroll_down
104912,scroll_down
104946,scroll_down
104979,scroll_up
105012,scroll_up
105043,scroll_up
105081,scroll_up
105113,scroll_up
105145,scroll_up
105179,scroll_up
105211,scroll_up
105248,scroll_up
105279,scroll_up
105312,scroll_up
105346,scroll_up
105378,none
105411,none
105446,none
105477,none
106345,none
106379,none
106412,none
106446,none
106478,none
106515,none
106546,none
106579,none
106611,none
106645,none
106678,none
106711,none
106746,none
106779,none
106812,
106845,scroll_down
106880,scroll_down
106912,scroll_down
106946,scroll_down
106978,scroll_down
107013,scroll_down
107047,scroll_down
107078,scroll_down
107111,scroll_down
107144,scroll_down
107177,scroll_down
107211,scroll_down
107244,scroll_up
107277,scroll_up
107311,scroll_up
107345,scroll_up
107378,scroll_up
107413,scroll_up
107445,scroll_up
107479,scroll_up
107512,scroll_up
107545,scroll_up
107578,scroll_up
107613,scroll_up
107645,scroll_up
107680,scroll_down
107712,scroll_down
107746,scroll_down
107779,scroll_down
107812,scroll_down
107846,scroll_down
107879,scroll_down
107912,scroll_down
107945,scroll_down
107979,scroll_down
108012,scroll_down
108045,scroll_down
108079,none
108112,scroll_up
108146,scroll_up
108178,scroll_up
108213,scroll_up
108245,scroll_up
108279,scroll_up
108312,scroll_up
108346,scroll_up
108380,scroll_up
108412,scroll_up
108445,scroll_up
108479,scroll_up
108511,scroll_down
108546,scroll_down
108578,scroll_down
108613,scroll_down
108646,scroll_down
108680,scroll_down
108711,scroll_down
108745,scroll_down
108780,scroll_down
108813,scroll_down
108846,scroll_down
