participant_id,timestamp,task,trail,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,label
0,11061,BA_LEFT_CLICK,0,0.30236273484724036_0.8198687526696813_-0.029498070810466716,0.3702754867864089_0.8142620508961098_-0.021091240524891267,0.43888285329858595_0.7755453201629784_-0.007782613664535929,0.485710021396909_0.7287560152602689_0.009760946474526074,0.5166632116106431_0.6794933137563114_0.033227530493611615,0.4151837043244576_0.5638246677792776_0.01543270692980144,0.4530497861964399_0.4747593705890216_0.01146847885061917,0.4818378629015389_0.43103200948886145_0.0029927105612651897,0.5092318637659804_0.39906842345812776_-0.02519297875105389,0.38824606798435923_0.5265868425810969_0.00909776971462244,0.4233112531633178_0.4161113129101174_0.0004096182581222205,0.45404014672651843_0.3566830808248113_-0.017742518898485105,0.483430323093786_0.31677621295829117_-0.03610565886441145,NONE
0,11095,BA_LEFT_CLICK,0,0.3031431514207305_0.81275404239606_-0.030466333297276264,0.3711947534714093_0.8069363502734674_-0.02175264736385604,0.43996351020272684_0.7666794230539058_-0.00816001727554659,0.4869439574404032_0.7190065898571409_0.009941754096391794,0.5182025218222365_0.670258526584883_0.033898533284087595,0.41610440312059216_0.5559612029772368_0.0154833532035816,0.4540848730455156_0.4667432789037735_0.011565872579492072,0.48298910393130806_0.42301039701026333_0.0030558485513604797,0.5104295717470373_0.3911653286998976_-0.025000137803070137,0.3891541489946499_0.5188155508394747_0.009179662054561569,0.4242074408317407_0.40801944144900454_0.0005742164370565533,0.45502669164192644_0.3481375499030742_-0.017472133490751586,0.48450491793128186_0.30778167002025847_-0.03586286604836205,NONE
0,11128,BA_LEFT_CLICK,0,0.303602332129779_0.8051521360469749_-0.031132011328048523,0.37183509145052834_0.7989136312861262_-0.02213651482559411,0.44073664988466993_0.7577017919221286_-0.008420976872233232,0.4877418257652498_0.7092700177887279_0.010218481106474398,0.519082910554713_0.660493353669945_0.03453304839088092,0.41698041318441625_0.5476809353813622_0.015521350436247848,0.4548702834805104_0.45851368578514345_0.01161681199048117,0.48360912310133003_0.41444700602946005_0.0029849114994746143,0.5108964408868572_0.3822473388342467_-0.02498816070327154,0.3900134904374802_0.5105169503971505_0.009247165417796766,0.42508690303045915_0.3997081423468257_0.0007156492803215122,0.4558702035637853_0.33945408451245573_-0.017186661424883527,0.4853770213697142_0.29851684254506117_-0.035714530352231814,NONE
0,11161,BA_LEFT_CLICK,0,0.30395185490822996_0.7971748017941229_-0.031667754522090766,0.3722235570261606_0.7909652737346505_-0.022475477908429846,0.44100724335820596_0.7490470469791702_-0.00869667758543307,0.4879718345688802_0.6996633191473641_0.010271929608118057,0.5199495965139914_0.6514987187902956_0.034933491325009426,0.41748441861935615_0.5396407056796625_0.015505572504073351,0.4553668259589079_0.4501964340388051_0.011731923293861989,0.48414244498451253_0.40555153802440425_0.00305493646705482,0.511491534347059_0.37288410277592404_-0.02473561559016698,0.39050615177076053_0.5023572038876667_0.009288307661216574,0.4255183537441763_0.3911781771712991_0.0008092884448146133,0.45633420339363084_0.3305335401510107_-0.016969122876841485,0.48598586935788685_0.289037831879448_-0.035423115613839595,NONE
0,11195,BA_LEFT_CLICK,0,0.3042802595327394_0.7894678754547686_-0.03204270042667835,0.37287610848027297_0.7829836128208809_-0.02290889817824153,0.4413383795921892_0.7402981568017811_-0.009074260632189229,0.4883487401236711_0.6899061981493122_0.009982712889775848,0.521245893947033_0.6422381629404091_0.03478042982071921,0.4176426717191391_0.5320906606473983_0.015480692463135695,0.45543314687476183_0.4420855136536973_0.011771600482299522,0.48424921628347795_0.39705603134954665_0.003017625998213558,0.5117555715518964_0.3640893404597224_-0.02463229969259257,0.39059891975340044_0.49473594159028167_0.009279225327095283,0.42553277410175583_0.38322110881276866_0.0009370303533057618,0.45654895894636527_0.32198013536253833_-0.016952408067479656,0.4865859462339902_0.2798943883234589_-0.03545169291717336,NONE
0,11228,BA_LEFT_CLICK,0,0.30436722701629776_0.7818117652686001_-0.03262691319139838,0.3731330520254599_0.7753362153413911_-0.023502484050195914,0.4414390062574458_0.7315946260006596_-0.009560094149901164,0.48866180402673226_0.6804000881237894_0.009580521543872528,0.5226770378047212_0.63416494765732_0.034490023669006706,0.4177135200142426_0.5247811887390185_0.015415150643997174,0.45546533006084466_0.4345564319152369_0.011739623377668536,0.48432312962620866_0.38915782223005846_0.003119516554081177,0.511979127556306_0.3557152096362258_-0.024394825399845083,0.39052384238574345_0.48722422742955873_0.009316431416587745,0.4254192896454031_0.3756745967059767_0.0010465865438445607,0.4566141247185852_0.3138512327044747_-0.016918950944817008,0.48706189501438335_0.27116777825787297_-0.035456095201353434,NONE
0,11261,BA_LEFT_CLICK,0,0.3041191440092785_0.7746221355081846_-0.03344292438151073,0.37289280584194084_0.7681859925940053_-0.024292363295397364,0.4411201028254757_0.7238588125635282_-0.01015175650278226,0.48846826015024936_0.6719866034923482_0.009261879829607148,0.5233908205742823_0.6270417478788163_0.034300375673295885,0.4174477673244129_0.5181366732698098_0.015424035466999041,0.4550276564570467_0.4281810103622067_0.011647899909772616,0.48373918578791153_0.38253300626961195_0.0030354517659375952,0.5113835172893381_0.3485192075515863_-0.02446640902831494,0.3902036360194957_0.4801442434319893_0.009368758695138864,0.4251109630082842_0.36885368726964285_0.0011269522790324051,0.4564234280135462_0.30652397503610784_-0.01688164416525836,0.4871551152718369_0.26309093299257463_-0.03523502672718382,NONE
0,11294,BA_LEFT_CLICK,0,0.30394821494954927_0.7677976315403978_-0.03403311269379959,0.37265960685998456_0.7613530433618559_-0.024734452720039053,0.4409514246962174_0.716707964033214_-0.010464785653428201,0.488111746773001_0.6642167518566837_0.009076137648456684,0.5227781462284078_0.6189894125547621_0.03399101491222527,0.4169892542895993_0.5116212611183656_0.015463809650969686,0.4545306934525331_0.42214073171353245_0.011658344637519632,0.48310173428668607_0.37617483727048084_0.0029906425742967837,0.5106446494294624_0.3415781271572969_-0.024544413877124305,0.3897234885923605_0.47345320263934454_0.009399082176338332,0.4245788848570821_0.3624377838954568_0.0011645092037686792,0.45592892476290303_0.29968138639256425_-0.016974672226699794,0.48679485771276987_0.25556458999910125_-0.03533162315691643,NONE
0,11328,BA_LEFT_CLICK,0,0.3034310033332356_0.7615328769036134_-0.03411834277230347,0.37205204218697757_0.7553503613824474_-0.024880451246542108,0.4403047941988074_0.710394588542245_-0.010780312147200873,0.4874168256639453_0.6571493943556778_0.00848381116504144,0.5219617070843499_0.6111186302253893_0.03293797846992609,0.41629985756375953_0.5058113948333369_0.015399148449764397,0.45411796558775586_0.4165711754968636_0.011621718284421375,0.48281908135902113_0.37056953900583783_0.002973540136707935,0.5104298273431_0.3358784685227125_-0.02456941882180748,0.3889893364137444_0.4673643778120066_0.00942706364389316,0.4238641338484953_0.35626584229352_0.001132254478722341,0.45529517180418844_0.29300539377629814_-0.01693741792328565,0.4862820375221446_0.2484366692717725_-0.03517497293158478,NONE
0,11362,BA_LEFT_CLICK,0,0.3028595737942893_0.7566035183388392_-0.03479649245753165,0.37133751392421893_0.7503327450080576_-0.025277721213851273,0.4396317071012945_0.7046649674036203_-0.011111950895357745,0.486884432611387_0.6506108085334008_0.00800458407016334,0.521111264394897_0.6034922128160232_0.03210305056063173,0.4155419412191595_0.5005640698137368_0.015493245232475398,0.45345139256221517_0.4117362840502162_0.011752145729011863,0.48223624905976636_0.36590696329695543_0.0030980224982842712,0.5098785861100148_0.3311753507211089_-0.024454181328674773,0.3882992860655811_0.4618572887066671_0.009470748351482995,0.4232717038740691_0.35111367652799225_0.0012783624151464518,0.4547636063631048_0.28740342405080843_-0.016777305316030253,0.4858398928846896_0.24225316227403118_-0.03481727808319812,NONE
0,11395,BA_LEFT_CLICK,0,0.3019020074469915_0.7518229557767232_-0.03502244895707986,0.370307591200334_0.7457449929653694_-0.02546913957798791,0.4385489754909111_0.6998681004411458_-0.011250581162109866,0.4860436638812391_0.6453397425031429_0.00783574782301376,0.5202516194718503_0.597593615471477_0.031718429971439345,0.4146281375834056_0.49611484509010995_0.01554788157015848,0.4525768319853343_0.4073501263879696_0.01185327648444698,0.4813239735844373_0.3612975315636203_0.003271656727865927,0.508881016871563_0.32611713494891165_-0.024203802097050843,0.38744919276085116_0.4571649429228838_0.009487765177761275,0.4225107277671477_0.34662426670380864_0.0013924518163296554,0.45399010195220874_0.2824788367481236_-0.016624465891599074,0.48505897280422694_0.23675538326046336_-0.03438968634290127,NONE
0,11428,BA_LEFT_CLICK,0,0.3011233777891057_0.7478770433819072_-0.035445609855742626,0.369329503488908_0.7416330017041437_-0.025748239745333294,0.43740160529087646_0.6951803227715874_-0.011397304786789336,0.48508483931383833_0.6400460364036373_0.007915784537707884,0.5194622895349998_0.5919771035664516_0.031708184519372545,0.41362133378574917_0.4917960544530542_0.01566915267443504,0.45165447076862636_0.40312055030051547_0.012099969918121702,0.4804027507688713_0.357000743260845_0.003529856847584719,0.5079135770012787_0.3217799718064804_-0.023910965480970145,0.38653747658607657_0.45291338539337606_0.0095359290299215,0.4216792996915167_0.3426346275010779_0.0015628440328671913,0.4531714976937403_0.27836445973167456_-0.016515623278522025,0.4843086676347085_0.23236199994676487_-0.0342143688653519,NONE
0,11462,BA_LEFT_CLICK,0,0.30045355328642986_0.7442323540811362_-0.03514146341331115,0.3685125103095132_0.7377955228003878_-0.025378833643304906,0.43639420083578956_0.6909643022579498_-0.011261557661333018,0.4839027525183467_0.6349072028488011_0.007610320246152178,0.5179637687389007_0.5853831521791806_0.03099839380499694,0.4130116264406019_0.48857355158360727_0.01564981682090637,0.45161592309240967_0.40056392175820416_0.011978116460315233,0.4804063304254303_0.35440935286749564_0.003327715344715496,0.5078233499852698_0.3187493487105957_-0.024114575750483515,0.38603556093118424_0.44963484745196897_0.009486397974284338,0.4214625152899413_0.33932614467931393_0.0015452705342161165,0.4530204821515743_0.2747411748238376_-0.016345324712676627,0.48405496490381783_0.2283376199387962_-0.03367234977520389,NONE
0,11495,BA_LEFT_CLICK,0,0.2998242216803524_0.7413815478614666_-0.03463241534191219,0.3675998859007325_0.7347906756331936_-0.024922872429456393,0.43548805802199475_0.6872196124682861_-0.010932720798522897,0.48315850505804286_0.6300963417124821_0.0076509677934106955,0.517708457866029_0.5800026577411167_0.030897387791609554,0.41243291579748587_0.4858255031969701_0.015652126713503814,0.4516138561134694_0.39847082195970973_0.011955309373276907,0.4805619429738434_0.3525070317019555_0.0031794340491202518,0.5080102936051593_0.3168171369160169_-0.02424502562829132,0.3855354423248119_0.44685539993423146_0.009434439997448005,0.42107161426175344_0.33658447378788475_0.0013997581615914907,0.4527205100765756_0.27213252945486477_-0.016471091487155615,0.4837100840598951_0.22587133982844787_-0.03361611237078415,NONE
0,11528,BA_LEFT_CLICK,0,0.29915107389274387_0.7391962583964425_-0.03480132730212091,0.3670771747747395_0.7323656024877561_-0.024998073653671012,0.4348402721812982_0.6840872706325879_-0.011108120956636006,0.48282723911265746_0.6259301150188504_0.007296846891836864,0.517879372722877_0.5747783360241312_0.0305601548583792,0.41231426543446703_0.48432546403142257_0.015561553155509167,0.45190948069613446_0.39737851260736434_0.011817432711233679,0.48095771163234013_0.3513586097899702_0.0029892320299074685,0.5084046447771633_0.3154832619925303_-0.024459677965229954,0.38558638174719395_0.44524886920275625_0.009412930020152314,0.4215219938248691_0.3350954732411232_0.0014283440124885248,0.45331901479649_0.2708051193852724_-0.016345389050758885,0.48433078821425524_0.2246798578029286_-0.0333364947235545,NONE
0,11561,BA_LEFT_CLICK,0,0.298634585539366_0.7379761835817781_-0.03511852223798655,0.3668117725785044_0.7307396366075144_-0.02536716252668132,0.4344959639017311_0.6815808488012973_-0.011642120821171232,0.48293648392089383_0.6227991576469469_0.006491525241054331,0.5186839746530636_0.5713408253477779_0.029725438668846003,0.41264162021042766_0.48378949400689164_0.01536402141263289,0.45281167483744045_0.39725931953298926_0.011694897528258946,0.48209768128020686_0.35119497370271896_0.0027820329756677656,0.5095746059813376_0.3154872694412838_-0.024765316570429966,0.3860547429671827_0.44466187726833295_0.009338893852399813,0.4226169306826828_0.33477676559393615_0.0014187251815713253,0.45464500919093653_0.2708243003765346_-0.01639153052371105,0.48574192520717696_0.2250713768105039_-0.033420175798413,NONE
0,11595,BA_LEFT_CLICK,0,0.29820679171869374_0.7366800348666738_-0.03595598647296447,0.3664143247553084_0.7295603143275154_-0.025863751293050685,0.4340458101037763_0.6795140205289225_-0.012130886350387914,0.4829603710184747_0.6200662847738686_0.005956860000544576,0.5188795723196493_0.5680143564452145_0.02926872874460134,0.4126664265566021_0.48414027521535524_0.015349131357353551,0.4535781813177826_0.398335637417697_0.011706564280007669,0.48322614702878897_0.3524529186212938_0.002725669117064517,0.5108750335056207_0.3168239147504147_-0.02471363409330763,0.3863838224689915_0.4446269446323544_0.009335672050131978,0.4235922172699164_0.3351162246776026_0.001558092656891887,0.45587030160514486_0.27166695763902676_-0.016072846861691165,0.4870133197048499_0.2263736416896446_-0.03306013682498681,NONE
